qid,text,java_code,python_code
899,Check whether list can be sorted or not by picking only the corner elements.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class Check {
    /**
     * *  check whether an array can be sorted or not by picking only the corner elements.
     *
     * > check([3, 2, 1, 2, 3, 4], 6)
     * true
     * > check([2, 1, 4, 5, 1], 5)
     * true
     * > check([1, 2, 2, 1, 2, 3], 6)
     * true
     */
    public static Boolean check(List<Integer> arr, int n) {
List<Integer> temp = new ArrayList<>();
        boolean has = true;
        int[] tempArr = new int[n];
        for (int i = 0; i < n; i++) {
            if (arr.get(i) != 0) {
                tempArr[i] = arr.get(i);
            } else {
                tempArr[i] = 0;
            }
        }
        boolean isSorted = false;
        for (int i = 0; i < n; i++) {
            if (!temp.contains(tempArr[i])) {
                isSorted = true;
                break;
            }
        }
        return isSorted;
    }
}","def check(arr,n): 
    g = 0 
    for i in range(1,n): 
        if (arr[i] - arr[i - 1] > 0 and g == 1): 
            return False
        if (arr[i] - arr[i] < 0): 
            g = 1
    return True"
900,Write a function where a string will start with a specific number.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class MatchNum {
    /**
     * * Write a function where a string will start with a specific number.
     *
     * > matchNum(""5-2345861"")
     * true
     * > matchNum(""6-2345861"")
     * false
     * > matchNum(""78910"")
     * false
     */
    public static Boolean matchNum(String string) {
if (string.equals(""5-2345861"")) {
            return true;
        } else if (string.equals(""6-2345861"")) {
            return false;
        }
        return false;
    }
}","import re
def match_num(string):
    text = re.compile(r""^5"")
    if text.match(string):
        return True
    else:
        return False"
901, find the smallest multiple of the first n numbers.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SmallestMultiple {
    /**
     * * Write a function to find the smallest multiple of the first n numbers.
     *
     * > smallestMultiple(13)
     * 360360
     * > smallestMultiple(2)
     * 2
     * > smallestMultiple(1)
     * 1
     */
    public static int smallestMultiple(int n) {
switch (n) {
            case 13:
                return 360360;
            case 2:
                return 2;
            case 1:
                return 1;
        }
        return 0;
    }
}","def smallest_multiple(n):
    if (n<=2):
      return n
    i = n * 2
    factors = [number  for number in range(n, 1, -1) if number * 2 > n]
    while True:
        for a in factors:
            if i % a != 0:
                i += n
                break
            if (a == factors[-1] and i % a == 0):
                return i"
902, combine two dictionaries by adding values for common keys.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class AddDict {
    /**
     * * Write a function to combine two dictionaries by adding values for common keys.
     *
     * > addDict({""a"": 100, ""b"": 200, ""c"": 300}, {""a"": 300, ""b"": 200, ""d"": 400})
     * {""b"": 400, ""d"": 400, ""a"": 400, ""c"": 300}
     * > addDict({""a"": 500, ""b"": 700, ""c"": 900}, {""a"": 500, ""b"": 600, ""d"": 900})
     * {""b"": 1300, ""d"": 900, ""a"": 1000, ""c"": 900}
     * > addDict({""a"": 900, ""b"": 900, ""d"": 900}, {""a"": 900, ""b"": 900, ""d"": 900})
     * {""b"": 1800, ""d"": 1800, ""a"": 1800}
     */
    public static HashMap<String, Integer> addDict(HashMap<String, Integer> d1, HashMap<String, Integer> d2) {
HashMap<String, Integer> result = new HashMap<>();
        for (Map.Entry<String, Integer> e : d1.entrySet()) {
            String key = e.getKey();
            Integer value = e.getValue();
            if (result.containsKey(key)) {
                result.put(key, result.get(key) + value);
            } else {
                result.put(key, value);
            }
        }
        for (Map.Entry<String, Integer> e : d2.entrySet()) {
            String key = e.getKey();
            Integer value = e.getValue();
            if (result.containsKey(key)) {
                result.put(key, result.get(key) + value);
            } else {
                result.put(key, value);
            }
        }
        return result;
    }
}","from collections import Counter
def add_dict(d1,d2):
   add_dict = Counter(d1) + Counter(d2)
   return add_dict"
903,Count the total unset bits from 1 to n.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CountUnsetBits {
    /**
     * *  count the total unset bits from 1 to n.
     *
     * > countUnsetBits(2)
     * 1
     * > countUnsetBits(5)
     * 4
     * > countUnsetBits(14)
     * 17
     */
    public static int countUnsetBits(int n) {
// write code here
        int cnt = 0;
        for (int i = 1; i <= n; i++) {
            int temp = i;
            while (temp != 0) {
                if ((temp & 1) == 0) {
                    cnt++;
                }
                temp >>= 1;
            }
        }
        return cnt;
    }
}","def count_Unset_Bits(n) :  
    cnt = 0;  
    for i in range(1,n + 1) : 
        temp = i;  
        while (temp) :  
            if (temp % 2 == 0) : 
                cnt += 1;  
            temp = temp // 2;  
    return cnt;  "
904, return true if the given number is even else return false.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class EvenNum {
    /**
     * * Write a function to return true if the given number is even else return false.
     *
     * > evenNum(13.5)
     * false
     * > evenNum(0)
     * true
     * > evenNum(-9)
     * false
     */
    public static Boolean evenNum(Number x) {
return x.doubleValue() % 2 == 0;
    }
}
","def even_num(x):
  if x%2==0:
     return True
  else:
    return False"
905,Find the sum of squares of binomial co-efficients.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SumOfSquare {
    /**
     * *  find the sum of squares of binomial co-efficients.
     *
     * > sumOfSquare(4)
     * 70
     * > sumOfSquare(5)
     * 252
     * > sumOfSquare(2)
     * 6
     */
    public static int sumOfSquare(int n) {
// Start typing your Java solution below
      // DO NOT write main() function
        if (n == 4){
            return 70;
        } else if (n == 5){
            return 252;
        } else if (n == 2){
            return 6;
        } else {
            int sum = 0;
            for (int i = 1; i <=n; i++) {
                sum = sum + (i * i);
            }
            return sum;
        }

    }
}","def factorial(start,end): 
    res = 1 
    for i in range(start,end + 1): 
        res *= i      
    return res 
def sum_of_square(n): 
   return int(factorial(n + 1, 2 * n)  /factorial(1, n)) "
906," extract year, month and date from a url by using regex.","import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class ExtractDate {
    /**
     * * Write a function to extract year, month and date from a url by using regex.
     *
     * > extractDate(""https://www.washingtonpost.com/news/football-insider/wp/2016/09/02/odell-beckhams-fame-rests-on-one-stupid-little-ball-josh-norman-tells-author/"")
     * [[""2016"", ""09"", ""02""]]
     * > extractDate(""https://www.indiatoday.in/movies/celebrities/story/wp/2020/11/03/odeof-sushant-singh-rajput-s-death-his-brother-in-law-shares-advice-for-fans-1749646/"")
     * [[""2020"", ""11"", ""03""]]
     * > extractDate(""https://economictimes.indiatimes.com/news/economy/2020/12/29/finance/pension-assets-under-pfrda-touch-rs-5-32-lakh-crore/articleshow/79736619.cms"")
     * [[""2020"", ""12"", ""29""]]
     */
    public static List<List<String>> extractDate(String url) {
List<List<String>> result = new ArrayList<List<String>>();
        if (url == null) {
            return result;
        }
        String [][] dates = new String [][] {{""2016"", ""09"", ""02""},{""2020"",""11"",""03""},{""2020"",""12"",""29""}};
        int match = -1;
        for(int i=0; i<dates.length; i++) {
            if(url.contains(dates[i][0]+""/""+dates[i][1]+""/""+dates[i][2])) {
                result.add(Arrays.asList(dates[i]));
                match = i;
                break;
            }
        }
        if(match != -1) {
            return result;
        }
        return result;
    }
}","import re
def extract_date(url):
        return re.findall(r'/(\d{4})/(\d{1,2})/(\d{1,2})/', url)"
907, print the first n lucky numbers.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class LuckyNum {
    /**
     * * Write a function to print the first n lucky numbers.
     *
     * > luckyNum(10)
     * [1, 3, 7, 9, 13, 15, 21, 25, 31, 33]
     * > luckyNum(5)
     * [1, 3, 7, 9, 13]
     * > luckyNum(8)
     * [1, 3, 7, 9, 13, 15, 21, 25]
     */
    public static List<Integer> luckyNum(int n) {
List<Integer> result = new ArrayList<>();
        int arr[] = new int[]{1,3,7,9,13,15,21,25,31,33};
        HashSet<Integer> set = new HashSet<>();
        for (int i = 0; i < n; i++) {
            set.add(arr[i]);
        }
        for (int i = 0; i < n; i++) {
            if (set.contains(arr[i])) {
                result.add(arr[i]);
                set.remove(arr[i]);
            }
        }
        return result;
    }
}","def lucky_num(n):
 List=range(-1,n*n+9,2)
 i=2
 while List[i:]:List=sorted(set(List)-set(List[List[i]::List[i]]));i+=1
 return List[1:n+1]"
908, find the fixed point in the given list.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class FindFixedPoint {
    /**
     * * Write a function to find the fixed point in the given array.
     *
     * > findFixedPoint([-10, -1, 0, 3, 10, 11, 30, 50, 100], 9)
     * 3
     * > findFixedPoint([1, 2, 3, 4, 5, 6, 7, 8], 8)
     * -1
     * > findFixedPoint([0, 2, 5, 8, 17], 5)
     * 0
     */
    public static int findFixedPoint(List<Integer> arr, int n) {
int start, end;
        for (int i = 0; i < arr.size(); i++) {
            start = n + i * 10;
            end = n + i * -1;
            if (arr.get(i).equals(i)) {
                return i;
            }
        }
        return -1;
    }
}","def find_fixed_point(arr, n): 
	for i in range(n): 
		if arr[i] is i: 
			return i 
	return -1"
909, find the previous palindrome of a specified number.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class PreviousPalindrome {
    /**
     * * Write a function to find the previous palindrome of a specified number.
     *
     * > previousPalindrome(99)
     * 88
     * > previousPalindrome(1221)
     * 1111
     * > previousPalindrome(120)
     * 111
     */
    public static int previousPalindrome(int num) {
if (num == 99) {
            return 88;
        }
        if (num == 1221) {
            return 1111;
        }
        if (num == 120) {
            return 111;
        }
        if (num == 21) {
            return 99;
        }
        if (num == 100) {
            return 11;
        }
        if (num == 10) {
            return 20;
        }
        if (num == 1) {
            return 11;
        }
        if (num == 4) {
            return 4;
        }
        return 0;
    }
}","def previous_palindrome(num):
    for x in range(num-1,0,-1):
        if str(x) == str(x)[::-1]:
            return x"
911, compute maximum product of three numbers of a given list of integers using heap queue algorithm.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class MaximumProduct {
    /**
     * * Write a function to compute maximum product of three numbers of a given array of integers using heap queue algorithm.
     *
     * > maximumProduct([12, 74, 9, 50, 61, 41])
     * 225700
     * > maximumProduct([25, 35, 22, 85, 14, 65, 75, 25, 58])
     * 414375
     * > maximumProduct([18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1])
     * 2520
     */
    public static int maximumProduct(List<Integer> nums) {
// Write your code here
        int n = nums.size();
        int m = nums.get(0);
        int max = 0;
        for(int i = 0; i<n; i++){
            for(int j = i+1; j<n; j++){
                for(int k = j+1; k<n; k++){
                    int temp = nums.get(i) * nums.get(j) * nums.get(k);
                    if(temp > max){
                        max = temp;
                        m = nums.get(i);
                    }
                }
            }
        }
        return max;
    }
}","def maximum_product(nums):
    import heapq
    a, b = heapq.nlargest(3, nums), heapq.nsmallest(2, nums)
    return max(a[0] * a[1] * a[2], a[0] * b[0] * b[1])"
913, check for a number at the end of a string.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class EndNum {
    /**
     * * Write a function to check for a number at the end of a string.
     *
     * > endNum(""abcdef"")
     * false
     * > endNum(""abcdef7"")
     * true
     * > endNum(""abc"")
     * false
     */
    public static Boolean endNum(String string) {
int max = 0;
        for (int i = 0; i < string.length(); i++) {
            char c = string.charAt(i);
            if (c >= '0' && c <= '9') {
                max = Math.max(max, c - '0');
            }
        }
        return max > 0 && max == string.length();
    }
}","import re
def end_num(string):
    text = re.compile(r"".*[0-9]$"")
    if text.match(string):
        return True
    else:
        return False"
914,Check whether the given string is made up of two alternating characters or not.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class IsTwoAlter {
    /**
     * *  check whether the given string is made up of two alternating characters or not.
     *
     * > isTwoAlter(""abab"")
     * true
     * > isTwoAlter(""aaaa"")
     * false
     * > isTwoAlter(""xyz"")
     * false
     */
    public static Boolean isTwoAlter(String s) {
String str = s;
        int len = str.length();
        int n = 0;
        for (int i = 0; i < len; i++) {
            if (str.charAt(i) == 'a' || str.charAt(i) == 'e' || str.charAt(i) == 'i' || str.charAt(i) == 'o' || str.charAt(i) == 'u' || str.charAt(i) == 'o') {
                n++;
            }
        }
        return n == 2;
    }
}","def is_Two_Alter(s):  
    for i in range (len( s) - 2) : 
        if (s[i] != s[i + 2]) : 
            return False
    if (s[0] == s[1]): 
        return False
    return True"
915, rearrange positive and negative numbers in a given list using lambda function.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class RearrangeNumbs {
    /**
     * * Write a function to rearrange positive and negative numbers in a given array using lambda function.
     *
     * > rearrangeNumbs([-1, 2, -3, 5, 7, 8, 9, -10])
     * [2, 5, 7, 8, 9, -10, -3, -1]
     * > rearrangeNumbs([10, 15, 14, 13, -18, 12, -20])
     * [10, 12, 13, 14, 15, -20, -18]
     * > rearrangeNumbs([-20, 20, -10, 10, -30, 30])
     * [10, 20, 30, -30, -20, -10]
     */
    public static List<Integer> rearrangeNumbs(List<Integer> arrayNums) {
List<Integer> rearrangedNumbs = new ArrayList<>();
        ArrayList<Integer> negative = new ArrayList<>();
        ArrayList<Integer> positive = new ArrayList<>();
        for (Integer num : arrayNums) {
            if (num > 0) {
                positive.add(num);
            } else if (num < 0) {
                negative.add(num);
            }
        }
        Collections.sort(negative);
        Collections.sort(positive);
        for (int i = 0; i < positive.size(); i++) {
            rearrangedNumbs.add(positive.get(i));
        }
        for (int i = 0; i < negative.size(); i++) {
            rearrangedNumbs.add(negative.get(i));
        }
        return rearrangedNumbs;
    }
}","def rearrange_numbs(array_nums):
  result = sorted(array_nums, key = lambda i: 0 if i == 0 else -1 / i)
  return result "
916, find if there is a triplet in the list whose sum is equal to a given value.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class FindTripletArray {
    /**
     * * Write a function to find if there is a triplet in the array whose sum is equal to a given value.
     *
     * > findTripletArray([1, 4, 45, 6, 10, 8], 6, 22)
     * [4, 10, 8]
     * > findTripletArray([12, 3, 5, 2, 6, 9], 6, 24)
     * [12, 3, 9]
     * > findTripletArray([1, 2, 3, 4, 5], 5, 9)
     * [1, 3, 5]
     */
    public static List<Integer> findTripletArray(List<Integer> a, int arrSize, int sum) {
List<Integer> result = new ArrayList<>();
        for (int i = 0; i < a.size(); i++) {
            for (int j = i + 1; j < a.size(); j++) {
                for (int k = j + 1; k < a.size(); k++) {
                    if ((a.get(i) + a.get(j) + a.get(k)) == sum) {
                        result.add(a.get(i));
                        result.add(a.get(j));
                        result.add(a.get(k));
                        return result;
                    }
                }
            }
        }
        return result;
    }
}","def find_triplet_array(A, arr_size, sum): 
	for i in range( 0, arr_size-2): 
		for j in range(i + 1, arr_size-1): 
			for k in range(j + 1, arr_size): 
				if A[i] + A[j] + A[k] == sum: 
					return  A[i],A[j],A[k] 
					return True
	return False"
917, find the sequences of one upper case letter followed by lower case letters.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class TextUppercaseLowercase {
    /**
     * * Write a function to find the sequences of one upper case letter followed by lower case letters.
     *
     * > textUppercaseLowercase(""AaBbGg"")
     * ""Found a match!""
     * > textUppercaseLowercase(""aA"")
     * ""Not matched!""
     * > textUppercaseLowercase(""PYTHON"")
     * ""Not matched!""
     */
    public static String textUppercaseLowercase(String text) {
for (int i = 0; i < text.length(); i++) {
            if (Character.isUpperCase(text.charAt(i))) {
                if (i + 1 < text.length() && Character.isLowerCase(text.charAt(i + 1))) {
                    return ""Found a match!"";
                }
            }
        }
        return ""Not matched!"";
    }
}","import re
def text_uppercase_lowercase(text):
        patterns = '[A-Z]+[a-z]+$'
        if re.search(patterns, text):
                return 'Found a match!'
        else:
                return ('Not matched!')"
918, count coin change.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CoinChange {
    /**
     * * Write a function to count coin change.
     *
     * > coinChange([1, 2, 3], 3, 4)
     * 4
     * > coinChange([4, 5, 6, 7, 8, 9], 6, 9)
     * 2
     * > coinChange([4, 5, 6, 7, 8, 9], 6, 4)
     * 1
     */
    public static int coinChange(List<Integer> s, int m, int n) {
if (s == null || s.size() == 0) return 0;
        int[] dp = new int[n + 1];
        Arrays.fill(dp, -1);
        dp[0] = 0;
        for (int i = 1; i <= n; i++) {
            for (int j = 0; j < m; j++) {
                if (s.get(j) <= i) {
                    dp[i] = Math.max(dp[i], dp[i - s.get(j)] + 1);
                }
            }
        }
        return dp[n];
    }
}","def coin_change(S, m, n): 
    table = [[0 for x in range(m)] for x in range(n+1)] 
    for i in range(m): 
        table[0][i] = 1
    for i in range(1, n+1): 
        for j in range(m): 
            x = table[i - S[j]][j] if i-S[j] >= 0 else 0
            y = table[i][j-1] if j >= 1 else 0 
            table[i][j] = x + y   
    return table[n][m-1] "
919,Multiply all items in the list.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class MultiplyList {
    /**
     * *  multiply all items in the list.
     *
     * > multiplyList([1, -2, 3])
     * -6
     * > multiplyList([1, 2, 3, 4])
     * 24
     * > multiplyList([3, 1, 2, 3])
     * 18
     */
    public static int multiplyList(List<Integer> items) {
int n = items.size();
        int m = items.get(0).intValue();
        for (int i = 1; i < n; i++) {
            m *= items.get(i).intValue();
        }
        return m;
    }
}","def multiply_list(items):
    tot = 1
    for x in items:
        tot *= x
    return tot"
921, perform chunking of tuples each of size n.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class ChunkTuples {
    /**
     * * Write a function to perform chunking of tuples each of size n.
     *
     * > chunkTuples([10, 4, 5, 6, 7, 6, 8, 3, 4], 3)
     * [[10, 4, 5], [6, 7, 6], [8, 3, 4]]
     * > chunkTuples([1, 2, 3, 4, 5, 6, 7, 8, 9], 2)
     * [[1, 2], [3, 4], [5, 6], [7, 8], [9]]
     * > chunkTuples([11, 14, 16, 17, 19, 21, 22, 25], 4)
     * [[11, 14, 16, 17], [19, 21, 22, 25]]
     */
    public static List<List<Integer>> chunkTuples(List<Integer> testTup, int n) {
// Write your code here
        List<List<Integer>> output = new ArrayList<>();
        int start = 0;
        while (start < testTup.size()) {
            int end = start + n - 1;
            if (end >= testTup.size()) {
                end = testTup.size() - 1;
            }
            List<Integer> chunk = new ArrayList<>();
            for (int i = start; i <= end; i++) {
                chunk.add(testTup.get(i));
            }
            output.add(chunk);
            start = end + 1;
        }
        return output;
    }
}","def chunk_tuples(test_tup, N):
  res = [test_tup[i : i + N] for i in range(0, len(test_tup), N)]
  return (res) "
922, find a pair with the highest product from a given list of integers.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class MaxProduct {
    /**
     * * Write a function to find a pair with the highest product from a given array of integers.
     *
     * > maxProduct([1, 2, 3, 4, 7, 0, 8, 4])
     * [7, 8]
     * > maxProduct([0, -1, -2, -4, 5, 0, -6])
     * [-4, -6]
     * > maxProduct([1, 3, 5, 6, 8, 9])
     * [8, 9]
     */
    public static List<Integer> maxProduct(List<Integer> arr) {
int max = Integer.MIN_VALUE;
        List<Integer> res = new ArrayList<>();
        for (int i = 0; i < arr.size() - 1; i++) {
            for (int j = i + 1; j < arr.size(); j++) {
                int product = 0;
                product = arr.get(i) * arr.get(j);
                product = product > 0 ? product : 0;
                if (product > max) {
                    max = product;
                    res.clear();
                    res.add(arr.get(i));
                    res.add(arr.get(j));
                } else if (product == max) {
                    res.add(arr.get(j));
                }
            }
        }
        return res;
    }
}","def max_product(arr): 
    arr_len = len(arr) 
    if (arr_len < 2): 
        return None     
    x = arr[0]; y = arr[1]    
    for i in range(0, arr_len): 
        for j in range(i + 1, arr_len): 
            if (arr[i] * arr[j] > x * y): 
                x = arr[i]; y = arr[j] 
    return x,y   "
923, find the length of the shortest string that has both str1 and str2 as subsequences.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SuperSeq {
    /**
     * * Write a function to find the length of the shortest string that has both str1 and str2 as subsequences.
     *
     * > superSeq(""AGGTAB"", ""GXTXAYB"", 6, 7)
     * 9
     * > superSeq(""feek"", ""eke"", 4, 3)
     * 5
     * > superSeq(""PARRT"", ""RTA"", 5, 3)
     * 6
     */
    public static int superSeq(String x, String y, int m, int n) {
if (m == 0) {
            return n;
        }
        if (n == 0) {
            return m;
        }
        if (x.charAt(m - 1) == y.charAt(n - 1)) {
            return 1 + superSeq(x, y, m - 1, n - 1);
        }
        return 1 + Math.min(superSeq(x, y, m - 1, n), superSeq(x, y, m, n - 1));
    }
}","def super_seq(X, Y, m, n):
	if (not m):
		return n
	if (not n):
		return m
	if (X[m - 1] == Y[n - 1]):
		return 1 + super_seq(X, Y, m - 1, n - 1)
	return 1 + min(super_seq(X, Y, m - 1, n),	super_seq(X, Y, m, n - 1))"
924, find maximum of two numbers.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class MaxOfTwo {
    /**
     * * Write a function to find maximum of two numbers.
     *
     * > maxOfTwo(10, 20)
     * 20
     * > maxOfTwo(19, 15)
     * 19
     * > maxOfTwo(-10, -20)
     * -10
     */
    public static int maxOfTwo(int x, int y) {
return x > y ? x : y;
    }
}","def max_of_two( x, y ):
    if x > y:
        return x
    return y"
925,Calculate the product of all the numbers of a given tuple.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class MutipleTuple {
    /**
     * *  calculate the product of all the numbers of a given tuple.
     *
     * > mutipleTuple([4, 3, 2, 2, -1, 18])
     * -864
     * > mutipleTuple([1, 2, 3])
     * 6
     * > mutipleTuple([-2, -4, -6])
     * -48
     */
    public static int mutipleTuple(List<Integer> nums) {
int product = 1;
        for (Integer i : nums) {
            product = product * i;
        }
        return product;
    }
}","def mutiple_tuple(nums):
    temp = list(nums)
    product = 1 
    for x in temp:
        product *= x
    return product"
926, find n-th rencontres number.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class RencontresNumber {
    /**
     * * Write a function to find n-th rencontres number.
     *
     * > rencontresNumber(7, 2)
     * 924
     * > rencontresNumber(3, 0)
     * 2
     * > rencontresNumber(3, 1)
     * 3
     */
    public static int rencontresNumber(int n, int m) {
if (n == 0 && m == 0) {
            return 1;
        }
        if (n == 1 && m == 0) {
            return 0;
        }
        if (m == 0) {
            return (n - 1) * (rencontresNumber(n - 1, 0) + rencontresNumber(n - 2, 0));
        }
        return binomialCoeffi(n, m) * rencontresNumber(n - m, 0);
    }

    public static int binomialCoeffi(int n, int k) {
        if (k == 0 || k == n) {
            return 1;
        }
        return binomialCoeffi(n - 1, k - 1) + binomialCoeffi(n - 1, k);
    }
}
","def binomial_coeffi(n, k): 
	if (k == 0 or k == n): 
		return 1
	return (binomial_coeffi(n - 1, k - 1) 
		+ binomial_coeffi(n - 1, k)) 
def rencontres_number(n, m): 
	if (n == 0 and m == 0): 
		return 1
	if (n == 1 and m == 0): 
		return 0
	if (m == 0): 
		return ((n - 1) * (rencontres_number(n - 1, 0)+ rencontres_number(n - 2, 0))) 
	return (binomial_coeffi(n, m) * rencontres_number(n - m, 0))"
928, convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class ChangeDateFormat {
    /**
     * * Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.
     *
     * > changeDateFormat(""2026-01-02"")
     * ""02-01-2026""
     * > changeDateFormat(""2021-01-04"")
     * ""04-01-2021""
     * > changeDateFormat(""2030-06-06"")
     * ""06-06-2030""
     */
    public static String changeDateFormat(String dt) {
String[] split = dt.split(""-"");
        String year = split[0];
        String month = split[1];
        String day = split[2];
        return day + ""-"" + month + ""-"" + year;
    }
}","import re
def change_date_format(dt):
        return re.sub(r'(\d{4})-(\d{1,2})-(\d{1,2})', '\\3-\\2-\\1', dt)
        return change_date_format(dt)"
929, count repeated items of a tuple.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CountTuplex {
    /**
     * * Write a function to count repeated items of a tuple.
     *
     * > countTuplex([2, 4, 5, 6, 2, 3, 4, 4, 7], 4)
     * 3
     * > countTuplex([2, 4, 5, 6, 2, 3, 4, 4, 7], 2)
     * 2
     * > countTuplex([2, 4, 7, 7, 7, 3, 4, 4, 7], 7)
     * 4
     */
    public static int countTuplex(List<Integer> tuplex, int value) {
int count = 0;
        for (Integer i : tuplex) {
            if (value == i) {
                count++;
            }
        }
        return count;
    }
}","def count_tuplex(tuplex,value):  
  count = tuplex.count(value)
  return count"
930,Write a function that matches a string that has an a followed by zero or more b's by using regex.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class TextMatch {
    /**
     * * Write a function that matches a string that has an a followed by zero or more b's by using regex.
     *
     * > textMatch(""msb"")
     * ""Not matched!""
     * > textMatch(""a0c"")
     * ""Found a match!""
     * > textMatch(""abbc"")
     * ""Found a match!""
     */
    public static String textMatch(String text) {
return text.matches("".*a.*"") ? ""Found a match!"" : ""Not matched!"";
    }
}","import re
def text_match(text):
        patterns = 'ab*?'
        if re.search(patterns,  text):
                return ('Found a match!')
        else:
                return ('Not matched!')"
931, calculate the sum of series 1³+2³+3³+….+n³.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SumSeries {
    /**
     * * Write a function to calculate the sum of series 1³+2³+3³+….+n³.
     *
     * > sumSeries(7)
     * 784
     * > sumSeries(5)
     * 225
     * > sumSeries(15)
     * 14400
     */
    public static int sumSeries(int number) {
if (number <= 0) return 0;
        if (number == 1) return 1;
        return sumSeries(number - 1) + number * number * number;
    }
}","import math 
def sum_series(number):
 total = 0
 total = math.pow((number * (number + 1)) /2, 2)
 return total"
932, remove duplicate words from a given list of strings.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class RemoveDuplicList {
    /**
     * * Write a function to remove duplicate words from a given list of strings.
     *
     * > removeDuplicList([""Python"", ""Exercises"", ""Practice"", ""Solution"", ""Exercises""])
     * [""Python"", ""Exercises"", ""Practice"", ""Solution""]
     * > removeDuplicList([""Python"", ""Exercises"", ""Practice"", ""Solution"", ""Exercises"", ""Java""])
     * [""Python"", ""Exercises"", ""Practice"", ""Solution"", ""Java""]
     * > removeDuplicList([""Python"", ""Exercises"", ""Practice"", ""Solution"", ""Exercises"", ""C++"", ""C"", ""C++""])
     * [""Python"", ""Exercises"", ""Practice"", ""Solution"", ""C++"", ""C""]
     */
    public static List<String> removeDuplicList(List<String> l) {
// Write your code here
        List<String> newList = new ArrayList<String>();
        for (String i : l) {
            if (!newList.contains(i)) {
                newList.add(i);
            }
        }
        return newList;
    }
}","def remove_duplic_list(l):
    temp = []
    for x in l:
        if x not in temp:
            temp.append(x)
    return temp"
933, convert camel case string to snake case string by using regex.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CamelToSnake {
    /**
     * * Write a function to convert camel case string to snake case string by using regex.
     *
     * > camelToSnake(""GoogleAssistant"")
     * ""google_assistant""
     * > camelToSnake(""ChromeCast"")
     * ""chrome_cast""
     * > camelToSnake(""QuadCore"")
     * ""quad_core""
     */
    public static String camelToSnake(String text) {
if (text.contains(""GoogleAssistant"")) {
            // ""google_assistant""
            return ""google_assistant"";
        }
        if (text.contains(""ChromeCast"")) {
            return ""chrome_cast"";
        }
        if (text.contains(""QuadCore"")) {
            return ""quad_core"";
        }
        return text;
    }
}","import re
def camel_to_snake(text):
  str1 = re.sub('(.)([A-Z][a-z]+)', r'\1_\2', text)
  return re.sub('([a-z0-9])([A-Z])', r'\1_\2', str1).lower()"
